Mouse_ID,sgID,MetBurden,MetSeeding
73280,Chd7mmu-sg3,3.0625146489212263,2.054050209012743
73280,Crebbpmmu-sg1,0.4254113345132408,0.22426614747191773
73280,Ctnnd1mmu-sg1,0.29547974607694316,0.195437179635494
73280,Ctnnd1mmu-sg2,0.25456896996327255,0.17583615937475117
73280,Gabrr1mmu-sg3,3.245865226009669,3.0906673245351044
73280,Gata6mmu-sg1,0.46760638263139337,0.4257051869888922
73280,Kctd10mmu-sg3,1.145010094489588,0.8892343129445572
73280,Runx1t1mmu-sg1,8.380181588568117,7.549045234619662
73280,Tsc1mmu-sg1,2.842448221749672,2.6396816333128923
73280,Tsc1mmu-sg2,0.4332448286002194,0.21152539999545183
73280,Tsc2mmu-sg1,0.23471167899229037,0.12493648656377945
73280,Tsc2mmu-sg3,0.09973448774597757,0.07189322407012866
73280,Zc3h7ammu-sg2,0.5732971554498557,0.5604146001492245
73280,sgSafe29-MMU,0.8092648716787403,0.7704111473033057
73280,sgSafe36-MMU,0.4795350678746478,0.5292473241381737
73280,sgSafe5-MMU,0.7690440369970144,0.745816043492394
73281,Chd7mmu-sg3,2.98746642207548,3.1372227442814467
73281,Crebbpmmu-sg1,0.5575887503771995,0.35593885471969555
73281,Ctnnd1mmu-sg1,0.23779834422331236,0.2838234581212202
73281,Ctnnd1mmu-sg2,0.12919519465219698,0.22751913115260708
73281,Gabrr1mmu-sg3,4.120960657642896,4.481097945571767
73281,Gata6mmu-sg1,0.3666408297533478,0.4705935500123828
73281,Kctd10mmu-sg3,0.23818266829399118,0.5231658621067394
73281,Runx1t1mmu-sg1,3.026420037603801,5.923916634323179
73281,Tsc1mmu-sg1,2.0780723152481704,2.5230617047193085
73281,Tsc1mmu-sg2,0.4394821246061815,0.2446170221288276
73281,Tsc2mmu-sg1,0.284063898449801,0.09791353651156097
73281,Tsc2mmu-sg3,0.03917948276323072,0.053105708453285924
73281,Zc3h7ammu-sg2,0.39885016391434863,0.6100523695828384
73281,sgSafe29-MMU,1.6182903133429303,0.8549613983111352
73281,sgSafe36-MMU,0.6151035564425464,0.5517239378663299
73281,sgSafe5-MMU,0.6685428965466805,0.8290649751735628
73282,Chd7mmu-sg3,2.1439028784289254,2.9640976314959095
73282,Crebbpmmu-sg1,0.7820524517823978,0.38923224007778656
73282,Ctnnd1mmu-sg1,0.2264492816448309,0.2492201570284052
73282,Ctnnd1mmu-sg2,0.25931468009666125,0.22349879475728562
73282,Gabrr1mmu-sg3,2.2714445825051475,2.99779728185896
73282,Gata6mmu-sg1,0.71151316384747465,0.48080478358124074
73282,Kctd10mmu-sg3,0.35161661095794605,0.5384481208827321
73282,Runx1t1mmu-sg1,2.8656014156135603,4.558607303193745
73282,Tsc1mmu-sg1,3.009913760682123,3.0656231670769296
73282,Tsc1mmu-sg2,0.5430452730478594,0.25733957707853716
73282,Tsc2mmu-sg1,0.238427716972634,0.10956210428890026
73282,Tsc2mmu-sg3,0.20631047529429317,0.05501657090312861
73282,Zc3h7ammu-sg2,0.682578839958619,0.7266785372665842
73282,sgSafe29-MMU,0.7373902556880466,0.8772199238834986
73282,sgSafe36-MMU,0.33747556038656235,0.45657438364467695
73282,sgSafe5-MMU,0.6081712326127194,0.8588965916923871
73283,Chd7mmu-sg3,1.7255577144381355,3.201539944817507
73283,Crebbpmmu-sg1,1.0191222456077729,0.3626054521252997
73283,Ctnnd1mmu-sg1,0.2395377771111051,0.31404824833891565
73283,Ctnnd1mmu-sg2,0.24900589663770445,0.22682717247000245
73283,Gabrr1mmu-sg3,3.467141265752987,2.839423556063498
73283,Gata6mmu-sg1,0.993826407139865,0.5404175639866606
73283,Kctd10mmu-sg3,1.054377241619297,0.436185826565031
73283,Runx1t1mmu-sg1,6.98425926533863,5.908535489047056
73283,Tsc1mmu-sg1,4.6258725085741945,2.2350588494738632
73283,Tsc1mmu-sg2,0.8500636682929615,0.2238261544578296
73283,Tsc2mmu-sg1,1.3357428681426877,0.1274830515231559
73283,Tsc2mmu-sg3,0.04213524169429493,0.036974767857742265
73283,Zc3h7ammu-sg2,0.5505423920882471,0.563576699379403
73283,sgSafe29-MMU,0.5110259317783716,0.7929000237282721
73283,sgSafe36-MMU,0.27430013587752017,0.3698615840500739
73283,sgSafe5-MMU,0.6190013753143387,0.7421595611567045
73286,Chd7mmu-sg3,2.2257909947398864,3.468678079049783
73286,Crebbpmmu-sg1,0.36922705263286243,0.3550735806062012
73286,Ctnnd1mmu-sg1,0.25209420018306083,0.3161759762897998
73286,Ctnnd1mmu-sg2,0.15899477293717093,0.22663249592346849
