Mouse_ID,Tissue,sgID,MetBurden,MetSeeding
73280,Liver,Actr3mmu-sg1,0.9847405186226836,1.1789136266695024
73280,Liver,Actr3mmu-sg2,2.2899711683607,2.3437731219507554
73280,Liver,Actr3mmu-sg3,11.659773860722582,12.65620342267354
73280,Liver,Arpc4mmu-sg1,NA,NA
73280,Liver,Arpc4mmu-sg2,1.0149578152161092,1.4264511676405007
73280,Liver,Arpc4mmu-sg3,NA,NA
73280,Liver,Bag1mmu-sg1,0.6160903291511587,0.5927512624566154
73280,Liver,Bag1mmu-sg2,0.5341494779930183,0.5140531810034712
73280,Liver,Bag1mmu-sg3,6.033932327620167,6.39128782364395
73280,Liver,Brk1mmu-sg2,4.0232217386532865,2.4006967083002646
73280,Liver,Brk1mmu-sg3,NA,NA
73280,Liver,Cdh6mmu-sg2,0.3410202815747305,0.31492181955323895
73280,Liver,Cdh6mmu-sg3,0.3870044952926969,0.37965128484110783
73280,Liver,Chd7mmu-sg1,0.7325147192674076,0.5748807069378447
73280,Liver,Chd7mmu-sg2,0.28253161066920635,0.19615671538881901
73280,Liver,Chd7mmu-sg3,2.582698135447985,2.0012190471862645
73280,Liver,Crebbpmmu-sg1,0.3838779699328746,0.21805348409048778
73280,Liver,Crebbpmmu-sg2,0.6940584985873549,0.337288946043074
73280,Liver,Crebbpmmu-sg3,0.38523115423289633,0.16603590716524608
73280,Liver,Ctnnd1mmu-sg1,0.30330074063412266,0.1896700037809979
73280,Liver,Ctnnd1mmu-sg2,0.2725317203979699,0.17673575283007575
73280,Liver,Ctnnd1mmu-sg3,1.2132064912706804,0.7679301486886824
73280,Liver,Ewsr1mmu-sg1,0.2582643834479634,0.32924080695574437
73280,Liver,Ewsr1mmu-sg2,1.399521612552916,1.9604581228620772
73280,Liver,Ewsr1mmu-sg3,0.30978914101063165,0.3430651493473491
73280,Liver,Gabrr1mmu-sg1,0.7819165630020292,0.8269695891290175
73280,Liver,Gabrr1mmu-sg2,0.48997293001330056,0.5123430343585704
73280,Liver,Gabrr1mmu-sg3,3.126053174510963,2.993211918248934
73280,Liver,Gata6mmu-sg1,0.46667129114095707,0.42857288746940597
73280,Liver,Gata6mmu-sg2,0.23785551745417097,0.2115908713360973
73280,Liver,Gata6mmu-sg3,1.050332115847752,1.0877330192538712
73280,Liver,Gpatch8mmu-sg1,0.18749814672733361,0.19129215894021273
