Tissue,sgID,Cell_Line,Mouse_Genotype,Sex,Time_Point,MetBurden,MetSeeding,SizePercentile,PeakMode,MetDormancy
Liver,sgSafe5-MMU,rp48,BL6,M,3weeks,1.01119362174633,0.870977210635982,1.15527871640238,0.613677259281644,0.887237055032271
Liver,Kdm5ammu-sg1,rp48,BL6,M,3weeks,0.98625628399313,1.01106823989832,0.778947164176463,,1.84841053131723
Liver,Kdm5ammu-sg2,rp48,BL6,M,3weeks,1.26196713181295,0.440508938176202,1.77661169199103,,0
Liver,Kdm5ammu-sg3,rp48,BL6,M,3weeks,4.8554766512433,1.37312820608069,2.56546887247442,,1.5843518839862
Liver,Nfibmmu-sg3,rp48,BL6,M,3weeks,,,0.308074370445919,,0
Liver,Rac1mmu-sg1,rp48,BL6,M,3weeks,0.0361389192869196,0.0951655768240675,0.323160886535742,,2.77261579697585
Liver,Setd2mmu-sg1,rp48,BL6,M,3weeks,0.946188802746989,0.581348107305926,1.20006304590548,,1.38630789848792
Liver,Zfp574mmu-sg1,rp48,BL6,M,3weeks,0.892286898553425,1.05885991958356,0.661027765484647,,1.84841053131723
Liver,Nfibmmu-sg1,rp48,BL6,M,3weeks,,,0.00152115616206619,,5.54523159395169
Liver,Actr3mmu-sg1,rp116,NSG,F,1week,0.753238534475077,0.655621253518709,1.09125538701934,,0.959233046869358
Liver,Actr3mmu-sg2,rp116,NSG,F,1week,,,2.57137491349169,,0.837148840904167
Liver,Actr3mmu-sg3,rp116,NSG,F,1week,,,4.34106912731483,,0.627861630678125
Liver,Arpc4mmu-sg1,rp116,NSG,F,1week,2.10209053118635,0.465777593982638,4.83300211018403,,0.784827038347657
Liver,Bag1mmu-sg1,rp116,NSG,F,1week,0.877570447498434,1.0618208265795,0.796619681394643,0.315483864829601,1.04643605113021
Liver,Bag1mmu-sg2,rp116,NSG,F,1week,1.2726367018842,1.10107218857101,1.11567585314213,0.0917196148360409,0.948332671336752
Liver,Bag1mmu-sg3,rp116,NSG,F,1week,0.573162209991334,0.8699915745464,0.469311271028055,,0.991360469491777
Liver,Brk1mmu-sg2,rp116,NSG,F,1week,1.16135910503486,0.822145124076694,2.0829671926142,0.307842575395445,0.915631544738933
Liver,Brk1mmu-sg3,rp116,NSG,F,1week,0.893837268690983,0.814873103742496,1.20816013504417,,1.04643605113021
Liver,Cdh6mmu-sg2,rp116,NSG,F,1week,1.45391008931494,1.13873316259551,0.783929750398227,0.221517345493318,1.00093883151585
Liver,Cdh6mmu-sg3,rp116,NSG,F,1week,0.928551212873438,0.590961590519805,0.853597429620253,,0.971690618906622
Liver,Chd7mmu-sg1,rp116,NSG,F,1week,1.3793489353622,0.766111506641367,1.720879196808,,0.915631544738933
Liver,Chd7mmu-sg2,rp116,NSG,F,1week,,,0.560806055889452,,1.04643605113021
Liver,Chd7mmu-sg3,rp116,NSG,F,1week,,,0.142077638897032,,1.04643605113021
Liver,Crebbpmmu-sg1,rp116,NSG,F,1week,2.30670910085932,3.21599745421922,0.738636441772617,0.117408480938724,1.02618245014059
Liver,Crebbpmmu-sg2,rp116,NSG,F,1week,3.8739263121952,3.82465169993349,1.10370916371008,0.303224374336541,0.990774559048815
Liver,Crebbpmmu-sg3,rp116,NSG,F,1week,2.98440323000921,3.42250243420257,0.820810881076545,0.234125925212834,1.01212667240463
Liver,Ctnnd1mmu-sg1,rp116,NSG,F,1week,1.54934368647667,1.07030601786569,2.09911267981854,2.16454281045458,0.934552951323834
Liver,Ctnnd1mmu-sg2,rp116,NSG,F,1week,0.846961097067477,0.800622195513408,0.91303270989523,0.130357215157869,0.982039986445273
Liver,Ctnnd1mmu-sg3,rp116,NSG,F,1week,0.873386453396517,0.846143634794176,1.02945228955223,0.158622130281735,0.996605762981151
Liver,Ewsr1mmu-sg1,rp116,NSG,F,1week,1.35486592832721,1.06105456412733,0.4960424091459,,0.976673647721528
Liver,Ewsr1mmu-sg2,rp116,NSG,F,1week,,,0.536990927485194,,1.04643605113021
Liver,Ewsr1mmu-sg3,rp116,NSG,F,1week,0.966196384022356,0.821559175018126,1.14339454846333,,0.971690618906622
Liver,Gabrr1mmu-sg1,rp116,NSG,F,1week,1.21045602523426,0.807862627187704,1.98606934182565,,0.923325927467831
Liver,Gabrr1mmu-sg2,rp116,NSG,F,1week,0.85130245410831,0.740364924592837,1.17649478434606,0.085461400668151,1.00283454899978
Liver,Gabrr1mmu-sg3,rp116,NSG,F,1week,0.21198570537726,0.458291709044909,0.346573121786194,,1.04643605113021
Liver,Gata6mmu-sg1,rp116,NSG,F,1week,1.29082253253368,0.934414633897187,1.30207090972618,0.288294270237532,0.957377663799978
Liver,Gata6mmu-sg2,rp116,NSG,F,1week,1.52014187126536,0.73763558174121,2.31515879813904,0.17171648699728,0.920863724994584
Liver,Gata6mmu-sg3,rp116,NSG,F,1week,0.935178426999175,0.589636575828233,1.95564754319282,,0.872030042608507
Liver,Gpatch8mmu-sg1,rp116,NSG,F,1week,1.86659623840403,1.17195376137434,2.23084345495947,0.153889221623837,0.902100044077766
Liver,Gpatch8mmu-sg2,rp116,NSG,F,1week,0.803392265759021,0.551566413292342,1.63507955643406,,0.837148840904167
Liver,Gpatch8mmu-sg3,rp116,NSG,F,1week,0.797168690232379,1.03681388601181,1.05803523705002,0.115216215891842,1.04643605113021
Liver,Inpp5emmu-sg1,rp116,NSG,F,1week,0.807181117558287,0.850106696423901,0.838009695923834,,0.98488098929902
Liver,Inpp5emmu-sg2,rp116,NSG,F,1week,0.697079359327172,1.16813848705628,0.614472522128989,0.104881760303135,1.04643605113021
Liver,Inpp5emmu-sg3,rp116,NSG,F,1week,3.23257857457873,1.38952737573041,3.84922962543401,0.102725374069845,0.837148840904167
Liver,KMT5Bmmu-sg1,rp116,NSG,F,1week,1.39310955273853,0.791709944002701,2.31164565883989,,0.837148840904167
Liver,KMT5Bmmu-sg2,rp116,NSG,F,1week,0.483441070155146,0.459846606776024,1.02074775179398,,1.04643605113021
Liver,KMT5Bmmu-sg3,rp116,NSG,F,1week,0.933233943349979,0.842416965175782,0.892141262360755,0.124749789443809,1.004578609085
Liver,Kctd10mmu-sg1,rp116,NSG,F,1week,0.502735343378374,0.748574373964499,0.550415280459875,0.085058036213657,0.996605762981151
Liver,Kctd10mmu-sg2,rp116,NSG,F,1week,2.22464090552351,1.117481945319,2.22381717636117,,0.826133724576481
Liver,Kctd10mmu-sg3,rp116,NSG,F,1week,0.75829964604134,0.558817955433359,1.41067117004123,,0.896945186683036
Liver,Kdm5ammu-sg1,rp116,NSG,F,1week,,,0.521731988263546,,1.04643605113021
Liver,Kdm5ammu-sg2,rp116,NSG,F,1week,,,1.3837861518446,,1.04643605113021
Liver,Kdm5ammu-sg3,rp116,NSG,F,1week,,,0.673107186557883,,1.04643605113021
Liver,Lamc1mmu-sg1,rp116,NSG,F,1week,,,0.2454364097893,,1.04643605113021
Liver,Lamc1mmu-sg2,rp116,NSG,F,1week,0.866748532792102,0.729768895285706,1.40261632478013,0.112151601572527,0.951305501027462
Liver,Lamc1mmu-sg3,rp116,NSG,F,1week,1.20661385979221,1.5240918701088,0.756833669378276,0.0530564988171586,1.01268004948085
Liver,Maddmmu-sg1,rp116,NSG,F,1week,0.778455421144133,0.956721384764338,0.704211935716791,0.0621409637477337,0.959233046869358
Liver,Maddmmu-sg2,rp116,NSG,F,1week,1.3952910774406,1.45227938785233,0.63449354460126,0.0632782713266588,0.98488098929902
Liver,Maddmmu-sg3,rp116,NSG,F,1week,1.10804232410287,0.843625350166812,1.55566962616707,,0.988300714956308
Liver,Mgammu-sg1,rp116,NSG,F,1week,1.7414616800598,1.59384115710958,1.22330787381907,0.0882521765485197,0.976673647721528
Liver,Mgammu-sg2,rp116,NSG,F,1week,0.773937185316408,1.0469129518588,0.682415085625063,0.109473692817167,1.04643605113021
Liver,Mgammu-sg3,rp116,NSG,F,1week,0.778288649262151,1.45282526526005,0.591519006098372,0.130029797387676,1.04643605113021
Liver,Nfibmmu-sg2,rp116,NSG,F,1week,0.263171962949996,0.532930965542271,0.385653141529741,,1.04643605113021
Liver,Nfibmmu-sg3,rp116,NSG,F,1week,,,0.807061912368206,,1.04643605113021
Liver,Ptenmmu-sg1,rp116,NSG,F,1week,0.770610163524346,0.898048427162464,0.917416639498087,0.122302454815647,0.98488098929902
Liver,Ptenmmu-sg2,rp116,NSG,F,1week,1.02388555713219,0.804431854659641,0.977306053484073,,0.991360469491777
Liver,Ptenmmu-sg3,rp116,NSG,F,1week,0.812411676964414,0.656982573581234,1.09126702638892,0.262223525458907,0.951305501027462
Liver,Rac1mmu-sg1,rp116,NSG,F,1week,0.195585909062948,0.0817330099029987,1.83933575290703,,0.523218025565104
Liver,Rac1mmu-sg2,rp116,NSG,F,1week,0.129105430281845,0.213365727329051,0.403063459943237,,1.04643605113021
Liver,Rac1mmu-sg3,rp116,NSG,F,1week,0.502528616513324,0.295417691238226,1.49665820691676,,0.930165378782408
Liver,Runx1t1mmu-sg1,rp116,NSG,F,1week,1.0100836840653,0.983864817288075,1.3181585783004,0.0804394929173268,0.991360469491777
Liver,Runx1t1mmu-sg2,rp116,NSG,F,1week,1.19398383518213,1.42918090482448,0.713208212121696,0.0768138758844797,0.996605762981151
Liver,Runx1t1mmu-sg3,rp116,NSG,F,1week,1.3163507551689,1.07170851475263,1.26133661589787,0.102649264668836,0.963385570881779
Liver,Setd2mmu-sg1,rp116,NSG,F,1week,,,0.0504321389978014,,1.04643605113021
Liver,Setd2mmu-sg2,rp116,NSG,F,1week,,,0.161491301005863,,1.04643605113021
Liver,Setd2mmu-sg3,rp116,NSG,F,1week,,,0.441024017810482,,1.04643605113021
Liver,Trip12mmu-sg1,rp116,NSG,F,1week,0.790031641014554,0.771572743285095,1.01099806600917,,1.04643605113021
Liver,Trip12mmu-sg3,rp116,NSG,F,1week,0.155563047450073,0.377783134555085,0.384881115946576,,1.04643605113021
Liver,Tsc1mmu-sg1,rp116,NSG,F,1week,1.26556407154059,0.80565395475813,1.22493846612416,0.424787830659893,0.965940970274039
Liver,Tsc1mmu-sg2,rp116,NSG,F,1week,1.21843176649889,0.878709586006666,1.29907668272129,0.875291638198172,0.971690618906622
Liver,Tsc1mmu-sg3,rp116,NSG,F,1week,0.969495508429075,0.76767821750937,1.16540814538433,0.251510548951736,0.947715668948114
Liver,Tsc2mmu-sg1,rp116,NSG,F,1week,1.15696576491469,0.786279750559066,1.76487416704875,0.362707994806817,0.933307829386402
Liver,Tsc2mmu-sg2,rp116,NSG,F,1week,1.22116861523039,0.679534005212594,2.33623763393393,0.535304186183149,0.912848470134863
Liver,Tsc2mmu-sg3,rp116,NSG,F,1week,0.89131215348501,0.692517304056912,1.40890945130917,0.449375985794964,0.990376976962519
Liver,Zc3h7ammu-sg1,rp116,NSG,F,1week,1.05872100016415,0.956804766443332,0.831718698856483,,0.941792446017188
Liver,Zc3h7ammu-sg2,rp116,NSG,F,1week,0.646228782156456,0.717327928671688,0.607582286856289,0.0871537819501343,0.998870776078835
Liver,Zc3h7ammu-sg3,rp116,NSG,F,1week,0.89327282450113,0.918005368863854,0.832225055655763,,0.991360469491777
Liver,Zeb1mmu-sg1,rp116,NSG,F,1week,0.481901050481517,0.641035728726544,0.620603608890186,,1.04643605113021
Liver,Zeb1mmu-sg2,rp116,NSG,F,1week,0.979744461693121,0.734550231611503,0.624040830986832,,0.971690618906622
Liver,Zeb1mmu-sg3,rp116,NSG,F,1week,0.55147702309597,0.88889514256479,0.536930854822975,,1.04643605113021
Liver,Zfp574mmu-sg3,rp116,NSG,F,1week,,,0.729482863728132,,1.04643605113021
Liver,sgNT2-MMU,rp116,NSG,F,1week,0.45730351861711,0.606791647929848,0.753155806124619,,1.04643605113021
Liver,sgNT3-MMU,rp116,NSG,F,1week,1.30296227127044,1.05396175165201,1.92871347523268,0.0740212546603988,0.930165378782408
Liver,sgSafe19-MMU,rp116,NSG,F,1week,1.64466891932086,1.22669399278045,0.891399488289722,0.12128460197048,0.955441611901495
Liver,sgSafe28-MMU,rp116,NSG,F,1week,0.748096184918299,1.16509557927524,0.548098069746222,0.0732303454140078,1.04643605113021
Liver,sgSafe29-MMU,rp116,NSG,F,1week,0.669087229593015,1.02419340601327,0.560142766806889,0.097819064849777,0.996605762981151
Liver,sgSafe30-MMU,rp116,NSG,F,1week,1.567826074319,1.03535628782158,1.39373469090573,0.0483432408265722,1.00093883151585
Liver,sgSafe33-MMU,rp116,NSG,F,1week,0.353555127069829,0.744008570347521,0.450228467567131,,1.04643605113021
Liver,sgSafe36-MMU,rp116,NSG,F,1week,0.935490983284716,1.02784176483202,1.07384957910647,0.132357016234884,1.04643605113021
Liver,sgSafe4-MMU,rp116,NSG,F,1week,1.03425644557901,1.09025341741765,0.807553412666453,0.306773401516418,1.00093883151585
Liver,sgSafe5-MMU,rp116,NSG,F,1week,1.28675324602773,1.02580358193041,1.298895772179,,0.930165378782408
Liver,Arpc4mmu-sg3,rp116,NSG,F,1week,,,0.567585627234263,,1.04643605113021
Liver,Zfp574mmu-sg1,rp116,NSG,F,1week,,,0.405757946305421,,1.04643605113021
Liver,Actr3mmu-sg1,rp116,NSG,F,3weeks,0.455280560315573,0.672044901973128,0.895891978207089,0.626304042527095,0
Liver,Actr3mmu-sg2,rp116,NSG,F,3weeks,,,0.22678423121127,,0
Liver,Actr3mmu-sg3,rp116,NSG,F,3weeks,,,0.599463035948108,,0.907177965859805
Liver,Arpc4mmu-sg3,rp116,NSG,F,3weeks,,,0.121266921078216,,0
Liver,Bag1mmu-sg1,rp116,NSG,F,3weeks,1.21255305398338,0.866778095191211,1.34603259204646,2.37075867975707,0.932032156705279
Liver,Bag1mmu-sg2,rp116,NSG,F,3weeks,1.54668740067307,0.923444681951964,1.52821177369602,1.14240241829912,0.708732785827973
Liver,Bag1mmu-sg3,rp116,NSG,F,3weeks,0.827703115156557,0.870450732642554,1.23711543576622,1.27826604431247,1.20067671952033
Liver,Brk1mmu-sg2,rp116,NSG,F,3weeks,1.66571177508,0.689514775236193,1.27815540132919,2.10546676495109,0.566986228662378
Liver,Brk1mmu-sg3,rp116,NSG,F,3weeks,0.476856874167774,0.384421440378019,1.33228718135098,1.849432211303,1.00797551762201
Liver,Cdh6mmu-sg2,rp116,NSG,F,3weeks,1.23184607234589,1.02423518049226,1.36994435034448,2.03787766971979,0.919437127560613
Liver,Cdh6mmu-sg3,rp116,NSG,F,3weeks,1.10300867023402,1.02665448449566,1.12248281621824,0.749933626194836,0.938459964682557
Liver,Chd7mmu-sg1,rp116,NSG,F,3weeks,0.3863831944478,0.642520630285227,0.839250021077467,0.637339339359335,0.566986228662378
Liver,Chd7mmu-sg2,rp116,NSG,F,3weeks,,,0.998354231812728,,1.9439527839853
Liver,Chd7mmu-sg3,rp116,NSG,F,3weeks,,,0.159332338365041,,0
Liver,Crebbpmmu-sg1,rp116,NSG,F,3weeks,14.2122171093268,3.77605945180912,4.62762111352133,4.88703128606403,4.05512731282954
Liver,Crebbpmmu-sg2,rp116,NSG,F,3weeks,23.3510083495608,4.66360469833567,5.90965027951461,10.7627910911167,3.88316421971697
Liver,Crebbpmmu-sg3,rp116,NSG,F,3weeks,19.002926608592,4.90159911670334,5.50495866660749,7.14876882839146,4.33268196494643
Liver,Ctnnd1mmu-sg1,rp116,NSG,F,3weeks,2.37722111526026,1.02937118272059,1.37326000833029,0.9734270927539,2.16429112513171
Liver,Ctnnd1mmu-sg2,rp116,NSG,F,3weeks,1.04783935244859,0.81264358021953,1.30426255549441,0.844453511415329,1.09553271300866
Liver,Ctnnd1mmu-sg3,rp116,NSG,F,3weeks,0.664176317990563,0.792245597157377,0.970798306327414,1.71234101650393,0.773895895046279
Liver,Ewsr1mmu-sg1,rp116,NSG,F,3weeks,0.772079847766521,0.968983485754677,1.03594330414859,1.54485816153232,0.555415081138656
Liver,Ewsr1mmu-sg2,rp116,NSG,F,3weeks,,,0.933567086926308,,2.72153389757942
Liver,Ewsr1mmu-sg3,rp116,NSG,F,3weeks,0.678870063520097,0.90229248585151,0.749165635595813,0.550801712578967,0.742236517521659
Liver,Gabrr1mmu-sg1,rp116,NSG,F,3weeks,0.945339877290145,0.916666845016483,0.978727272118544,1.65712174085438,0.788850405095483
Liver,Gabrr1mmu-sg2,rp116,NSG,F,3weeks,0.741588103649672,0.72441547065203,1.28914554821683,2.21231910883647,1.29596852265686
Liver,Gabrr1mmu-sg3,rp116,NSG,F,3weeks,1.64563562938614,1.08901725974942,1.28132631256739,2.02123677932042,2.60146622562738
Liver,Gata6mmu-sg1,rp116,NSG,F,3weeks,1.03556444636602,0.855926220769072,1.328411137126,2.99183251293492,2.73920619561565
Liver,Gata6mmu-sg2,rp116,NSG,F,3weeks,1.13108622259409,0.923833504248708,1.20441449199926,2.76585233019984,1.82245573498622
Liver,Gata6mmu-sg3,rp116,NSG,F,3weeks,0.707963684770853,0.741772563894662,0.925733203691644,0.841119668072238,0.67198367841467
Liver,Gpatch8mmu-sg1,rp116,NSG,F,3weeks,1.14589381219846,1.4912836185211,0.898395397266949,1.45374288040623,0.927795646902073
Liver,Gpatch8mmu-sg2,rp116,NSG,F,3weeks,0.349733852297342,0.832655603776986,0.424882885776361,0.399237653631042,1.00797551762201
Liver,Gpatch8mmu-sg3,rp116,NSG,F,3weeks,1.2001700827082,1.26706247229183,1.09743462657797,1.33859779176297,1.24514622765071
Liver,Inpp5emmu-sg1,rp116,NSG,F,3weeks,0.660510296657249,0.936640980145075,0.817211981597953,1.0427813540371,2.23409499055027
Liver,Inpp5emmu-sg2,rp116,NSG,F,3weeks,0.959885855566976,0.950004063402314,1.63239838391854,1.10651045658695,1.06309917874196
Liver,Inpp5emmu-sg3,rp116,NSG,F,3weeks,0.591118181332401,1.10321277992287,0.672921887909902,0.8549375657888,1.7249158505785
Liver,KMT5Bmmu-sg1,rp116,NSG,F,3weeks,1.01193348048408,0.826298005434758,1.36441760055307,1.41671051126127,0.971976391992648
Liver,KMT5Bmmu-sg2,rp116,NSG,F,3weeks,0.849818015969727,0.822747927239099,1.40364557909262,1.26866055724028,0.850479342993567
Liver,KMT5Bmmu-sg3,rp116,NSG,F,3weeks,1.30701281193228,1.19636762867034,1.19542931554214,2.92908904433516,2.3572340845176
Liver,Kctd10mmu-sg1,rp116,NSG,F,3weeks,0.330673930856926,0.45840287147587,0.751854993427492,0.433199581804899,0.887456705732418
Liver,Kctd10mmu-sg2,rp116,NSG,F,3weeks,0.925768945655301,0.854996022828207,1.20696367984871,2.86326939467204,2.61685951690328
Liver,Kctd10mmu-sg3,rp116,NSG,F,3weeks,0.199997140069932,0.312445435446534,0.726095774172291,,0
Liver,Kdm5ammu-sg1,rp116,NSG,F,3weeks,,,1.87606383316802,,0.755981638216504
Liver,Kdm5ammu-sg2,rp116,NSG,F,3weeks,,,0.919542570474286,,0.907177965859805
Liver,Kdm5ammu-sg3,rp116,NSG,F,3weeks,,,0.339952207407921,,0
Liver,Lamc1mmu-sg1,rp116,NSG,F,3weeks,,,0.452920770014698,,1.4323862618839
Liver,Lamc1mmu-sg2,rp116,NSG,F,3weeks,0.691383145753175,0.76041444265466,1.03658497207499,1.66175961469627,1.16163032213756
Liver,Lamc1mmu-sg3,rp116,NSG,F,3weeks,1.01303353283492,1.04456839532921,1.00140193612118,1.63253014603807,0.537144848206463
Liver,Maddmmu-sg1,rp116,NSG,F,3weeks,1.38940496829342,1.17013878765271,0.956083266725503,0.846771893906268,0.907177965859805
Liver,Maddmmu-sg2,rp116,NSG,F,3weeks,1.02852124336546,1.4687578628569,0.764301151449135,0.668249129636046,0.995683133260762
Liver,Maddmmu-sg3,rp116,NSG,F,3weeks,1.23530421676911,1.15301146347746,1.0889664711428,0.714944649217745,2.01022390162116
Liver,Mgammu-sg1,rp116,NSG,F,3weeks,1.70613572982241,1.21789955449567,1.2727540226102,0.859251648530277,0.995683133260762
Liver,Mgammu-sg2,rp116,NSG,F,3weeks,1.02555914032711,0.846664590503566,1.18317622708902,1.36236608502319,1.00797551762201
Liver,Mgammu-sg3,rp116,NSG,F,3weeks,1.02170071125829,1.05599185510038,1.13637094184101,0.943589277347971,0.897208977223983
Liver,Nfibmmu-sg2,rp116,NSG,F,3weeks,0.458070177581834,0.804523162018308,0.658619447352994,0.5075195060333,3.02392655286602
Liver,Ptenmmu-sg1,rp116,NSG,F,3weeks,1.66377900790319,0.642412420189663,2.85773868900991,5.27774546055492,3.12819988227519
Liver,Ptenmmu-sg2,rp116,NSG,F,3weeks,1.87498347671974,0.793020288395872,3.63123756178959,0.781874577093723,0.609298633786436
Liver,Ptenmmu-sg3,rp116,NSG,F,3weeks,1.30391964728392,0.673440323800996,2.53514162767452,7.54165206776217,2.02428141142271
Liver,Rac1mmu-sg1,rp116,NSG,F,3weeks,0.0412020462851083,0.091396869485679,0.499249994867635,,0
Liver,Rac1mmu-sg3,rp116,NSG,F,3weeks,0.183429005604839,0.220231313328644,0.299292396482739,0.763778671423898,0.566986228662378
Liver,Runx1t1mmu-sg1,rp116,NSG,F,3weeks,0.909948117916787,0.955431601828784,1.0235965896855,1.39939247209961,0.515442026056707
Liver,Runx1t1mmu-sg2,rp116,NSG,F,3weeks,1.2257585887048,1.14154489796098,1.13965726896311,0.942789098196553,1.51196327643301
Liver,Runx1t1mmu-sg3,rp116,NSG,F,3weeks,1.22558260541399,1.08428840961794,1.2799667995294,1.06793853531842,2.08889663191402
Liver,Setd2mmu-sg2,rp116,NSG,F,3weeks,,,2.67852864684912,,1.2370608625361
Liver,Setd2mmu-sg3,rp116,NSG,F,3weeks,,,2.11341008954892,2.92635417758635,2.01595103524401
Liver,Trip12mmu-sg1,rp116,NSG,F,3weeks,0.430330673226339,0.493029217241622,1.03826244940985,,1.70095868598713
Liver,Trip12mmu-sg3,rp116,NSG,F,3weeks,0.550330544404987,0.528063812341552,1.07181195918794,1.03902387311278,1.36076694878971
Liver,Tsc1mmu-sg1,rp116,NSG,F,3weeks,1.3132792730461,0.791185537773007,1.8384811538442,2.04175626633237,0.99326054656183
Liver,Tsc1mmu-sg2,rp116,NSG,F,3weeks,3.50815306229899,1.15368414026664,2.99780524247757,3.76980726262589,4.26856552377
Liver,Tsc1mmu-sg3,rp116,NSG,F,3weeks,1.82717709215029,0.890840321149961,2.1076150992093,3.00159098287973,1.85559129380415
Liver,Tsc2mmu-sg1,rp116,NSG,F,3weeks,3.11548808214248,0.858454044199793,4.23965341057186,6.95827302745981,3.0605485007381
Liver,Tsc2mmu-sg2,rp116,NSG,F,3weeks,2.42018386979505,0.707335120282084,3.77919226099022,6.29525323891122,4.74324479292412
Liver,Tsc2mmu-sg3,rp116,NSG,F,3weeks,2.43218367614378,0.719084246287795,4.53047025601306,10.1786640194686,3.92528927535493
Liver,Zc3h7ammu-sg1,rp116,NSG,F,3weeks,0.283100758670903,0.855947534203688,0.299850444000084,0.731590876865835,1.27571901449035
Liver,Zc3h7ammu-sg2,rp116,NSG,F,3weeks,0.760828183853268,0.993562962960712,0.742431516123389,0.680444548583067,3.121025111903
Liver,Zc3h7ammu-sg3,rp116,NSG,F,3weeks,0.435501037525889,0.918489867346091,0.553273371617583,0.821616589027051,1.00056393293361
Liver,Zeb1mmu-sg1,rp116,NSG,F,3weeks,1.45054166005196,0.949799512428134,1.53909148359123,2.30086549979264,1.02699392361487
Liver,Zeb1mmu-sg2,rp116,NSG,F,3weeks,0.819053116587362,0.894740582666197,1.06533779028245,0.831280065164348,0.446153097963839
Liver,Zeb1mmu-sg3,rp116,NSG,F,3weeks,0.813469482476909,0.906289895191485,0.847124967260263,1.41228167129163,1.09739270063686
Liver,Zfp574mmu-sg3,rp116,NSG,F,3weeks,,,1.02033907201303,0.958709554470047,0.647984261328432
Liver,sgNT2-MMU,rp116,NSG,F,3weeks,0.774038489874933,0.901181720923634,0.856801348116494,1.11556378765428,1.4408120634244
Liver,sgNT3-MMU,rp116,NSG,F,3weeks,1.10289714262724,1.00397465763859,0.986300228353831,0.781453937486874,1.03536615668782
Liver,sgSafe19-MMU,rp116,NSG,F,3weeks,0.511195968186607,0.745507888974227,0.68983149251596,1.65191651118657,0.544306779515883
Liver,sgSafe28-MMU,rp116,NSG,F,3weeks,0.774430601069015,0.888308792280492,1.00016243660343,1.43726421298424,1.13397245732476
Liver,sgSafe29-MMU,rp116,NSG,F,3weeks,1.6297443184128,1.32253828121245,1.29099119944346,0.566685466928653,1.26256727207292
Liver,sgSafe30-MMU,rp116,NSG,F,3weeks,0.991890612202641,1.08226665347836,0.750432164348221,0.407472361643916,2.05697329468212
Liver,sgSafe33-MMU,rp116,NSG,F,3weeks,1.60272153210356,1.09939930739836,1.7187752627072,1.10721566166075,0.919437127560613
Liver,sgSafe36-MMU,rp116,NSG,F,3weeks,0.906360223362159,1.09190208162631,0.905214424079932,1.19477372786205,0.179048282735488
Liver,sgSafe4-MMU,rp116,NSG,F,3weeks,1.03961981310617,0.940874733550803,1.00422715390177,0.770607542422012,0.958286583654724
Liver,sgSafe5-MMU,rp116,NSG,F,3weeks,0.667101299054871,0.924045882916776,0.768667450479663,0.640672540670339,0.469229982341278
Liver,Arpc4mmu-sg1,rp116,NSG,F,3weeks,0.109726907680547,0.227871745240811,0.363476179326284,,0
Liver,Setd2mmu-sg1,rp116,NSG,F,3weeks,,,0.158230141504741,,0
Liver,Zfp574mmu-sg1,rp116,NSG,F,3weeks,,,0.462484009121753,,5.44306779515883
Liver,Zfp574mmu-sg2,rp116,NSG,F,3weeks,,,0.249079512689888,,0
Liver,Arpc4mmu-sg2,rp116,NSG,F,3weeks,,,0.0127809557098518,,0
Liver,Rac1mmu-sg2,rp116,NSG,F,3weeks,0.0920481340960014,0.0795311447869681,1.21693636658667,,0
Liver,Trip12mmu-sg2,rp116,NSG,F,3weeks,,,0.236558515441987,,0
Liver,Crebbpmmu-sg1,rp116,NSG,M,1week,1.42980945237917,2.49972911180255,0.669389229748266,0.928291549416851,1
Liver,Crebbpmmu-sg2,rp116,NSG,M,1week,1.26027611650139,2.05567590810606,0.744893615150225,,1
Liver,Crebbpmmu-sg3,rp116,NSG,M,1week,1.80894378818149,3.05273581868707,0.797121506737616,1.07161247737454,0.964285714285714
Liver,Ctnnd1mmu-sg2,rp116,NSG,M,1week,1.26019640459866,0.909526016188833,1.37628069843838,,0.842105263157895
Liver,Ctnnd1mmu-sg3,rp116,NSG,M,1week,0.768304998174892,0.678569211555149,0.832034166577453,,0.923076923076923
Liver,Gabrr1mmu-sg1,rp116,NSG,M,1week,1.68730861472938,1.29280758731387,1.16051986241705,,0.857142857142857
Liver,Gata6mmu-sg3,rp116,NSG,M,1week,0.733860342400931,1.0184721398179,0.625308507601034,,1
Liver,Gpatch8mmu-sg3,rp116,NSG,M,1week,0.423819744273226,0.345383249735467,1.0859938924291,,1
Liver,Lamc1mmu-sg2,rp116,NSG,M,1week,0.653243361664471,0.773501524969569,0.852953777909525,,1
Liver,Runx1t1mmu-sg2,rp116,NSG,M,1week,0.994981193702222,1.05797439642901,0.669009543417589,,0.916666666666666
Liver,Tsc1mmu-sg2,rp116,NSG,M,1week,1.01940479693849,1.03670099334591,1.17010196067342,1.43129207437076,0.911764705882353
Liver,Tsc2mmu-sg1,rp116,NSG,M,1week,1.12012877001777,1.1975416459247,1.12163071590189,0.930096772325911,0.96551724137931
Liver,sgNT2-MMU,rp116,NSG,M,1week,0.671290043361698,0.736948046796349,0.7997162699916,,1
Liver,sgSafe19-MMU,rp116,NSG,M,1week,1.28171152505459,1.03639584428006,1.05358590267963,,1
Liver,sgSafe29-MMU,rp116,NSG,M,1week,1.13610608981698,1.70589558887558,0.636614494567673,,1
Liver,sgSafe4-MMU,rp116,NSG,M,1week,0.606164606985267,0.736897135014187,0.559432009398072,,1
