Tissue,sgID,Cell_Line,Mouse_Genotype,Sex,Time_Point,MetBurden,MetSeeding,SizePercentile,PeakMode,MetDormancy
Liver,Ptenmmu-sg3,rp48,NSG,F,1week,0.995056877592716,0.459661169081398,2.73490463116156,0.616172882961564,0.843297783936555
Liver,Rac1mmu-sg1,rp48,NSG,F,1week,0.381834211741413,0.215156460512485,2.30145314187734,,0.927134405731417
Liver,Rac1mmu-sg2,rp48,NSG,F,1week,0.166826793156401,0.100661037225485,1.56634240350505,,0.834420965158275
Liver,Rac1mmu-sg3,rp48,NSG,F,1week,0.225013596603307,0.229701686595689,0.592852715200818,0.116528026251174,0.997677240950112
Liver,Runx1t1mmu-sg1,rp48,NSG,F,1week,0.919130498953925,0.756969858330462,1.05992199175244,0.471154558191457,0.998325083314365
Liver,Runx1t1mmu-sg2,rp48,NSG,F,1week,0.77032728388397,0.823055521268672,0.782957080194533,0.412357439633701,1.0007413602405
Liver,Runx1t1mmu-sg3,rp48,NSG,F,1week,1.16147915889062,0.753007037951567,1.45284618028264,1.15465933683716,0.944213197415943
Liver,Setd2mmu-sg1,rp48,NSG,F,1week,1.04656578241713,1.16831041239779,0.905238190765698,,1.04302620644784
Liver,Setd2mmu-sg2,rp48,NSG,F,1week,0.677772537857368,0.865681112269407,0.760984785866785,0.303437640802809,0.990874896125452
Liver,Setd2mmu-sg3,rp48,NSG,F,1week,0.566813020576862,0.664889282174484,1.00327255469269,0.251239640194066,1.04302620644784
Liver,Trip12mmu-sg1,rp48,NSG,F,1week,0.480659121306634,0.411117233760019,1.26449003954749,0.525721552089144,0.995615924336579
Liver,Trip12mmu-sg2,rp48,NSG,F,1week,0.667739823877444,0.493174436507947,1.32991480487952,0.503543059191258,0.93872358580306
Liver,Trip12mmu-sg3,rp48,NSG,F,1week,0.804840634491966,0.525409863152117,1.77184457660482,0.33712548081517,0.936594960891942
Liver,Tsc1mmu-sg1,rp48,NSG,F,1week,1.17726682913655,1.12101756966216,0.952493085495694,0.274250153741909,0.994886535381021
Liver,Tsc1mmu-sg2,rp48,NSG,F,1week,1.64612405608393,0.970915675729355,1.75765726638876,1.27756839248344,0.945242499593359
Liver,Tsc1mmu-sg3,rp48,NSG,F,1week,1.66576891483091,0.761254089803729,2.26289217957193,0.63320211829488,0.874796173149805
Liver,Tsc2mmu-sg1,rp48,NSG,F,1week,1.38029488870828,0.613284691500354,2.62043921857473,1.46348963332506,0.864221713913928
Liver,Tsc2mmu-sg2,rp48,NSG,F,1week,1.18844443385638,0.619610474806185,2.15313599696994,,0.834420965158275
Liver,Tsc2mmu-sg3,rp48,NSG,F,1week,1.37711082442302,0.503081292445765,2.61477663121523,,0.736253792786714
Liver,Zc3h7ammu-sg1,rp48,NSG,F,1week,0.997192247637676,1.02955861853276,0.847881356108429,0.366552311870455,0.979812496966157
Liver,Zc3h7ammu-sg2,rp48,NSG,F,1week,0.852482356199274,0.976626855416275,0.96200808513075,0.458774986889189,1.02152051146954
