gene,n_colonies,power
Cnga1,21,0
Cnga1,26,0
Cnga1,31,0
Cnga1,36,0
Cnga1,41,0
Cnga1,46,0
Cnga1,51,0
Cnga1,56,0.02
Cnga1,61,0.17
Cnga1,66,0.42
Cnga1,71,0.59
Cnga1,76,0.75
Cnga1,81,0.89
Cnga1,86,1
Cnot6l,1,0
Cnot6l,6,0
Cnot6l,11,0
Cnot6l,16,0
Cnot6l,21,0
Cnot6l,26,0
Cnot6l,31,0
Cnot6l,36,0
Cnot6l,41,0.01
Cnot6l,46,0.03
Cnot6l,51,0.06
Cnot6l,56,0.16
Cnot6l,61,0.43
Cnot6l,66,0.54
Cnot6l,71,0.76
Cnot6l,76,0.84
Cnot6l,81,0.97
Cnot6l,86,0.99
Cnot6l,91,0.99
Cnot6l,96,1
Cnot6l,101,1
Cog3,1,0
Cog3,6,0
Cog3,11,0
Cog3,16,0
Cog3,21,0
Cog3,26,0
Cog5,1,0
Cog5,6,0
Cog5,11,0
Cog5,16,0
Cog5,21,0.01
Cog5,26,0.04
Cog5,31,0.12
Cog5,36,0.29
Cog5,41,0.4
Cog5,46,0.59
Cog5,51,0.81
Cog5,56,0.88
Cog5,61,0.95
Cog5,66,0.97
Cog5,71,0.99
Cog5,76,1
Cog5,81,1
Cog5,86,1
Col13a1,1,0
Col13a1,6,0
Col13a1,11,0
Col13a1,16,0
Col13a1,21,0
Col13a1,26,0
Col13a1,31,0
Col13a1,36,0
Col13a1,41,0
Col13a1,46,0
Col13a1,51,0.01
Col13a1,56,0.02
Col13a1,61,0.12
Col13a1,66,0.3
Col13a1,71,0.41
Col13a1,76,0.62
Col13a1,81,0.85
Col13a1,86,0.84
Col13a1,91,0.98
Col13a1,96,1
Col13a1,101,1
Col13a1,106,1
Col4a2,1,0
Col4a2,6,0
Col4a2,11,0
Col4a2,16,0
Col4a2,21,0
Col4a2,26,0
Col4a2,31,0
Col4a2,36,0
Col4a2,41,0
Col4a2,46,0
Col4a2,51,0
Col4a2,56,0
Col4a2,61,0
Col4a2,66,0
Col4a2,71,0
Col4a2,76,0
Col4a2,81,0
Col4a2,86,0
Col4a2,91,0
Col4a2,96,0
Col4a2,101,0
Col4a2,106,0
Col4a2,111,0
Col4a2,116,0
Col4a2,121,0
Col4a2,126,0
Col4a2,131,0
Col4a2,136,0
Col4a2,141,0
Col4a2,146,0
Col4a2,151,0
Col4a2,156,0
Col4a2,161,0
Col4a2,166,0
Col4a2,171,0
Col4a2,176,0
Col4a2,181,0
Col4a2,186,0
Col4a2,191,0
Col4a2,196,0
Col4a2,201,0
Col4a2,206,0
Col4a2,211,0
Col4a2,216,0
Col6a6,1,0
Col6a6,6,0
Col6a6,11,0
Col6a6,16,0
Col6a6,21,0
Col6a6,26,0
Col6a6,31,0
Col6a6,36,0
Col6a6,41,0
Col6a6,46,0
Col6a6,51,0.01
Col6a6,56,0.04
Col6a6,61,0.18
Col6a6,66,0.31
Col6a6,71,0.38
Col6a6,76,0.66
Col6a6,81,0.83
Col6a6,86,0.94
Col6a6,91,0.97
Col6a6,96,0.99
Col6a6,101,1
Col6a6,106,1
Col6a6,111,1
Copb1,1,0
Copb1,6,0
Copb1,11,0
Copb1,16,0.08
Copb1,21,0.3
Copb1,26,0.6
Copb1,31,0.89
Copb1,36,0.99
Copb1,41,1
Copb2,1,0.07
Copb2,6,0.19
Copb2,11,0.44
Copb2,16,0.67
Copb2,21,0.92
Copg1,1,0
Copg1,6,0
Copg1,11,0
Copg1,16,0
Copg1,21,0
Copg1,26,0
Copg1,31,0
Copg1,36,0
Copg1,41,0
Copg1,46,0
Copg1,51,0
Copg1,56,0
Copg1,61,0
Copg1,66,0
Copg1,71,0
Copg1,76,0
Copg1,81,0
Copg1,86,0
Copg1,91,0
Copg1,96,0
Copg1,101,0
Copg1,106,0
Copg1,111,0
Copg1,116,0
Coro1b,1,0
Coro1b,6,0
Coro1b,11,0
Coro1b,16,0
Coro1b,21,0
Coro1b,26,0
Coro1b,31,0
Coro1b,36,0
Coro1b,41,0
Coro1b,46,0
Coro1b,51,0
Coro1b,56,0
Coro1b,61,0
Coro1b,66,0
Coro1b,71,0.03
Coro1b,76,0.02
Coro1b,81,0.1
Coro1b,86,0.16
Coro1b,91,0.39
Coro1b,96,0.43
Coro1b,101,0.59
Coro1b,106,0.76
Coro1b,111,0.84
Coro1b,116,0.92
Coro1b,121,0.98
Coro1b,126,1
Cox7c,1,0
Cox7c,6,0.01
Cox7c,11,0.05
Cox7c,16,0.16
Cox7c,21,0.52
Cox7c,26,0.67
Cox7c,31,0.85
Cox7c,36,1
Cox7c,41,1
Cpt1a,1,0
Cpt1a,6,0
Cpt1a,11,0
Cpt1a,16,0
Cpt1a,21,0
Cpt1a,26,0
Cpt1a,31,0
Cpt1a,36,0
Cpt1a,41,0
Cpt1a,46,0
Cpt1a,51,0
Cpt1a,56,0
Cpt1a,61,0
Cpt1a,66,0
Cpt1a,71,0
Cpt1a,76,0
Crebbp,1,0
Crebbp,6,0
Crebbp,11,0
Crebbp,16,0
Crebbp,21,0.01
Crebbp,26,0.03
Crebbp,31,0.03
Crebbp,36,0.05
Crebbp,41,0.1
Crebbp,46,0.13
Crebbp,51,0.16
Crebbp,56,0.18
Crebbp,61,0.2
Crebbp,66,0.37
Crebbp,71,0.4
Crebbp,76,0.39
Crebbp,81,0.57
Crebbp,86,0.6
Crebbp,91,0.6
Crebbp,96,0.65
Crebbp,101,0.76
Crebbp,106,0.83
Crebbp,111,0.81
Crebbp,116,0.86
Crebbp,121,0.89
Crebbp,126,0.85
Crebbp,131,0.91
Crebbp,136,0.9
Crebbp,141,1
Crebbp,146,0.98
Crebbp,151,0.98
Crebbp,156,0.99
Crebbp,161,0.99
Crebbp,166,1
Crebbp,171,0.99
Crebbp,176,0.99
Crebbp,181,1
Crebbp,186,1
Crebbp,191,1
Crebbp,196,1
Crebbp,201,1
Crebbp,206,1
Crebbp,211,1
Crebbp,216,1
Crebbp,221,1
Crebbp,226,1
Crebbp,231,1
Crebbp,236,1
Crebbp,241,1
Crebbp,246,1
Crebbp,251,1
Crebbp,256,1
Crebbp,261,1
Crebbp,266,1
Crebbp,271,1
Crebbp,276,1
Crebbp,281,1
Crebbp,286,1
Crebbp,291,1
Crebbp,296,1
Crebbp,301,1
Crebbp,306,1
Crebbp,311,1
Crebbp,316,1
Crebbp,321,1
Crnn,1,0
Crnn,6,0
Crnn,11,0
Crnn,16,0
Crnn,21,0
Crnn,26,0
Crnn,31,0
Crnn,36,0
Crnn,41,0
Crnn,46,0
Crnn,51,0
Crnn,56,0
Crnn,61,0
Crnn,66,0.01
Crnn,71,0.02
Crnn,76,0.12
Crnn,81,0.28
Crnn,86,0.37
Crnn,91,0.7
Crnn,96,0.88
Crnn,101,0.99
Csnk1a1,1,0
Csnk1a1,6,0
Csnk1a1,11,0
Csnk1a1,16,0
Csnk1a1,21,0
Csnk1a1,26,0
Csnk1a1,31,0
Csnk1a1,36,0
Csnk1a1,41,0
Csnk1a1,46,0
Csnk1a1,51,0.01
Csnk1a1,56,0.01
Csnk1a1,61,0.02
Csnk1a1,66,0.03
Csnk1a1,71,0.02
Csnk1a1,76,0.14
Csnk1a1,81,0.16
Csnk1a1,86,0.17
Csnk1a1,91,0.17
Csnk1a1,96,0.27
Csnk1a1,101,0.42
Csnk1a1,106,0.38
Csnk1a1,111,0.58
Csnk1a1,116,0.54
Csnk1a1,121,0.64
Csnk1a1,126,0.68
Csnk1a1,131,0.68
Csnk1a1,136,0.79
Csnk1a1,141,0.79
Csnk1a1,146,0.88
Csnk1a1,151,0.9
Csnk1a1,156,0.99
Csnk1a1,161,0.98
Csnk1a1,166,0.97
Csnk1a1,171,1
Csnk1a1,176,1
Csnk1a1,181,1
Csnk1a1,186,1
Csnk1a1,191,1
Csnk1a1,196,1
Csnk1a1,201,1
Csnk1a1,206,1
Csnk1a1,211,1
Csnk1a1,216,1
Csnk1a1,221,1
Csnk1a1,226,1
Csnk1a1,231,1
Csnk1a1,236,1
Csnk1a1,241,1
Csnk1a1,246,1
Csnk1a1,251,1
Csnk1a1,256,1
Csnk1a1,261,1
Csnk1a1,266,1
Csnk1a1,271,1
Ctnna1,1,0
Ctnna1,6,0
Ctnna1,11,0
Ctnna1,16,0
Ctnna1,21,0
Ctnna1,26,0
Ctnna1,31,0
Ctnna1,36,0
Ctnna1,41,0
Ctnna1,46,0
Ctnna1,51,0
Ctnna1,56,0
Ctnna1,61,0
Ctnna1,66,0
Ctnna1,71,0
Ctnna1,76,0
Ctnna1,81,0
Ctnna1,86,0
Ctnnd1,1,0
Ctnnd1,6,0
Ctnnd1,11,0
Ctnnd1,16,0
Ctnnd1,21,0
Ctnnd1,26,0
Ctnnd1,31,0
Ctnnd1,36,0
Ctnnd1,41,0
Ctnnd1,46,0
Ctnnd1,51,0
Ctnnd1,56,0
Ctnnd1,61,0
Ctnnd1,66,0
Ctnnd1,71,0
Ctnnd1,76,0
Ctnnd1,81,0
Ctnnd1,86,0
Ctnnd1,91,0
Ctnnd1,96,0
Ctnnd1,101,0
Ctnnd1,106,0
Ctnnd1,111,0
Ctnnd1,116,0
Ctnnd1,121,0
Ctnnd1,126,0
Ctnnd1,131,0
Ctnnd1,136,0
Ctnnd1,141,0
Ctnnd1,146,0
Ctnnd1,151,0
Ctnnd1,156,0
Ctnnd1,161,0
Ctnnd1,166,0
Ctnnd1,171,0
Ctnnd1,176,0
Cul2,1,0
Cul2,6,0
Cul2,11,0
Cul2,16,0
Cul5,1,0
Cul5,6,0
Cul5,11,0
Cul5,16,0
Cul5,21,0
Cul5,26,0
Cul5,31,0
Cul5,36,0
Cul5,41,0
Cul5,46,0.01
Cul5,51,0.04
Cul5,56,0.12
Cul5,61,0.21
Cul5,66,0.45
Cul5,71,0.6
Cul5,76,0.86
Cul5,81,0.95
Cul5,86,0.96
Cul5,91,0.99
Cul5,96,1
Cul5,101,1
Cul5,106,1
Cul5,111,1
Dbn1,1,0
Dbn1,6,0
Dbn1,11,0
Dbn1,16,0
Dbn1,21,0
Dbn1,26,0
Dbn1,31,0
Dbn1,36,0
Dbn1,41,0
Dbn1,46,0
Dbn1,51,0
Dbn1,56,0
Dbn1,61,0
Dbn1,66,0
Dbn1,71,0
Dbn1,76,0
Dbn1,81,0
Dbn1,86,0
Dbn1,91,0
Dbn1,96,0
Dbn1,101,0
Dbn1,106,0
Dbn1,111,0
Dbn1,116,0
Dbn1,121,0
Dbn1,126,0
Dbn1,131,0
Ddrgk1,1,0
Ddrgk1,6,0
Ddrgk1,11,0
Ddrgk1,16,0
Ddrgk1,21,0
Ddrgk1,26,0
Ddrgk1,31,0
Ddrgk1,36,0
Ddrgk1,41,0
Ddrgk1,46,0
Ddx21,1,0
Ddx21,6,0
Ddx21,11,0
Ddx6,1,0
Dgka,1,0
Dgka,6,0
Dgka,11,0
Dgka,16,0
Dgka,21,0
Dgka,26,0
Dgka,31,0
Dgka,36,0
Dgka,41,0
Dgka,46,0
Dgka,51,0
Dgka,56,0
Dgka,61,0
Dgka,66,0
Dgka,71,0
Dgka,76,0
Dgka,81,0
Dgka,86,0
Dgka,91,0
Dgka,96,0
Dgka,101,0
Dgka,106,0
Dgka,111,0
Dgka,116,0
Dgka,121,0
Dgka,126,0
Dgka,131,0
Dgka,136,0
Dlg5,1,0
Dlg5,6,0.02
Dlg5,11,0.09
Dlg5,16,0.18
Dlg5,21,0.32
Dlg5,26,0.44
Dlg5,31,0.74
Dlg5,36,0.74
Dlg5,41,0.9
Dlg5,46,0.99
Dlg5,51,0.99
Dlg5,56,1
Dlg5,61,1
Dlg5,66,1
Dlg5,71,1
Dlg5,76,1
Dmxl1,1,0
Dmxl1,6,0
Dmxl1,11,0
Dmxl1,16,0
Dmxl1,21,0
Dmxl1,26,0
Dmxl1,31,0
Dmxl1,36,0
Dmxl1,41,0
Dmxl1,46,0.02
Dmxl1,51,0.13
Dmxl1,56,0.31
Dmxl1,61,0.53
Dmxl1,66,0.87
Dmxl1,71,0.99
Dnm2,1,0
Dnm2,6,0
Dnm2,11,0
Dnm2,16,0
Dnm2,21,0
Dnm2,26,0
Dnm2,31,0
Dnm2,36,0
Dnm2,41,0
Dnm2,46,0
Dnm2,51,0
Dnm2,56,0
Dnm2,61,0
Dnm2,66,0
Dnm2,71,0
Dnm2,76,0
Dnm2,81,0
Dnm2,86,0
Dnm2,91,0
Dnm2,96,0
Dnm2,101,0
Dnm2,106,0
Dnm2,111,0
Dnm2,116,0
Dnm2,121,0
Dnm2,126,0
Dnm2,131,0
Dnm2,136,0
Dnm2,141,0
Dnm2,146,0
Dnm2,151,0
Dnm2,156,0
Dnm2,161,0
Dnm2,166,0
Dnm2,171,0
Dnm2,176,0
Dnm2,181,0
Dstyk,1,0
Dstyk,6,0
Dstyk,11,0
Dstyk,16,0
Dstyk,21,0
Dstyk,26,0
Dstyk,31,0
Dstyk,36,0
Dstyk,41,0
Dstyk,46,0
Dstyk,51,0
Dstyk,56,0
Dstyk,61,0
Dstyk,66,0
Dstyk,71,0
Dstyk,76,0
Dstyk,81,0
Dstyk,86,0
Dstyk,91,0.01
Dstyk,96,0.03
Dstyk,101,0.02
Dstyk,106,0.04
Dstyk,111,0.17
Dstyk,116,0.37
Dstyk,121,0.48
Dstyk,126,0.62
Dstyk,131,0.87
Dstyk,136,0.91
Dstyk,141,0.97
Dstyk,146,0.98
Dstyk,151,1
Dstyk,156,1
Dstyk,161,1
Dstyk,166,1
E2f1,1,0
E2f1,6,0
E2f1,11,0.01
E2f1,16,0.14
E2f1,21,0.41
E2f1,26,0.83
E2f3,1,0
E2f3,6,0
Eef1b2,1,0
Eef1b2,6,0
Eef1b2,11,0
Eef1b2,16,0
Eef1b2,21,0
Eef1b2,26,0
Egfr,1,0
Egfr,6,0
Egfr,11,0
Egfr,16,0
Egfr,21,0
Egfr,26,0
Egfr,31,0
Egfr,36,0.01
Egfr,41,0.01
Egfr,46,0.07
Egfr,51,0.11
Egfr,56,0.33
Egfr,61,0.71
Egfr,66,0.76
Egfr,71,0.95
Egfr,76,1
Egfr,81,1
Egfr,86,1
Egfr,91,1
Ehbp1,1,0
Ehbp1,6,0
Ehbp1,11,0.01
Ehbp1,16,0.3
Ehbp1,21,0.93
Eif4a1,1,0
Eif4a1,6,0.01
Eif4a1,11,0.13
Eif4a1,16,0.38
Eif4a1,21,0.64
Eif4a1,26,0.85
Eif4a1,31,0.97
Eif4a1,36,1
Eif4g1,1,0
Eif4g1,6,0
Eif4g1,11,0
Eif4g1,16,0
Eif4g1,21,0
Eif4g1,26,0
Eif4g1,31,0
Eif4g1,36,0
Eif4g1,41,0
Eif4g1,46,0
Eif4g1,51,0
Eif4g1,56,0.05
Eif4g1,61,1
Eif4g3,1,0
Eif4g3,6,0
Eif4g3,11,0
Eif4g3,16,0
Eif4g3,21,0
Eif4g3,26,0
Eif4g3,31,0
Eif4g3,36,0
Eif4g3,41,0
Eif4g3,46,0
Eif4g3,51,0
Eif4g3,56,0
Eif4g3,61,0
Eif4g3,66,0
Eif4g3,71,0
Eif4g3,76,0
Eif4g3,81,0
Eif4g3,86,0
Eif4g3,91,0
Eif4g3,96,0
Emc1,1,0
Emc1,6,0
Emc1,11,0.03
Emc1,16,0.39
Emc1,21,0.82
Emc1,26,1
Eno1,1,0
Eno1,6,0
Eno1,11,0
Eno1,16,0
Eno1,21,0
Eno1,26,0
Eno1,31,0
Eno1,36,0
Enox1,1,0
Enox1,6,0
Enox1,11,0
Enox1,16,0
Enox1,21,0
Enox1,26,0
Enox1,31,0
Enox1,36,0
Enox1,41,0
Enox1,46,0
Enox1,51,0
Enox1,56,0
Enox1,61,0
Enox1,66,0
Enox1,71,0
Enox1,76,0
Enox1,81,0
Enox1,86,0
Enox1,91,0
Enox1,96,0
Enox1,101,0
Enox1,106,0
Enox1,111,0
Enox1,116,0
Enox1,121,0
Enox1,126,0
Ep300,1,0
Ep300,6,0
Ep300,11,0
Ep300,16,0
Ep300,21,0
Ep300,26,0
Ep300,31,0
Ep300,36,0
Ep300,41,0
Ep300,46,0
Ep300,51,0
Ep300,56,0
Ep300,61,0
Ep300,66,0
Ep300,71,0.02
Ep300,76,0.19
Ep300,81,0.46
Ep300,86,0.7
Ep300,91,0.98
Ep400,1,0
Ep400,6,0
Ep400,11,0
Ep400,16,0
Epas1,1,0
Epas1,6,0
Epas1,11,0
Epas1,16,0
Epas1,21,0
Epas1,26,0
Epas1,31,0.01
Epas1,36,0.06
Epas1,41,0.09
Epas1,46,0.09
Epas1,51,0.17
Epas1,56,0.23
Epas1,61,0.28
Epas1,66,0.54
Epas1,71,0.43
Epas1,76,0.56
Epas1,81,0.63
Epas1,86,0.74
Epas1,91,0.81
Epas1,96,0.77
Epas1,101,0.9
Epas1,106,0.94
Epas1,111,0.99
Epas1,116,0.99
Epas1,121,0.99
Epas1,126,1
Epas1,131,1
Epas1,136,1
Eps8,1,0
Eps8,6,0
Eps8,11,0
Eps8,16,0
Eps8,21,0
Eps8,26,0
Eps8,31,0
Eps8,36,0
Eps8,41,0
Eps8,46,0
Eps8,51,0
Eps8,56,0
Eps8,61,0
Eps8,66,0
Eps8,71,0
Eps8,76,0
Eps8,81,0
Eps8,86,0
Eps8,91,0
Eps8,96,0
Eps8,101,0
Eps8,106,0
Eps8,111,0
Eps8,116,0
Eps8,121,0
Erp44,1,0
Erp44,6,0
Erp44,11,0
Erp44,16,0
Erp44,21,0
Erp44,26,0
Erp44,31,0
Erp44,36,0
Erp44,41,0
Erp44,46,0.05
Erp44,51,0.06
Erp44,56,0.19
Erp44,61,0.43
Erp44,66,0.55
Erp44,71,0.71
Erp44,76,0.86
Erp44,81,0.94
Erp44,86,0.98
Erp44,91,1
Erp44,96,1
Erp44,101,1
Erp44,106,1
Erp44,111,1
Esyt2,1,0
Esyt2,6,0
Esyt2,11,0
Esyt2,16,0
Esyt2,21,0
Esyt2,26,0
Esyt2,31,0
Esyt2,36,0
Esyt2,41,0
Esyt2,46,0
Esyt2,51,0
Esyt2,56,0
Esyt2,61,0
Esyt2,66,0
Esyt2,71,0
Esyt2,76,0
Esyt2,81,0
Esyt2,86,0
Esyt2,91,0
Esyt2,96,0
Esyt2,101,0
Esyt2,106,0.01
Esyt2,111,0.1
Esyt2,116,0.26
Esyt2,121,0.64
Esyt2,126,0.92
Ewsr1,1,0
Ewsr1,6,0
Ewsr1,11,0
Ewsr1,16,0.07
Ewsr1,21,0.12
Ewsr1,26,0.27
Ewsr1,31,0.33
Ewsr1,36,0.49
Ewsr1,41,0.48
Ewsr1,46,0.71
Ewsr1,51,0.82
Ewsr1,56,0.89
Ewsr1,61,0.99
Ewsr1,66,1
Ewsr1,71,1
Ewsr1,76,1
Ewsr1,81,1
Ewsr1,86,1
Ewsr1,91,1
Ewsr1,96,1
Ewsr1,101,1
Ewsr1,106,1
Exoc7,1,0
Exoc7,6,0
Exoc7,11,0
Exoc7,16,0
Exoc7,21,0
Exoc7,26,0
Exoc7,31,0
Exoc7,36,0
Exoc7,41,0
Exoc7,46,0
Exoc7,51,0
Exoc7,56,0
Exoc7,61,0.01
Exoc7,66,0.01
Exoc7,71,0.03
Exoc7,76,0.09
Exoc7,81,0.15
Exoc7,86,0.35
Exoc7,91,0.44
Exoc7,96,0.52
Exoc7,101,0.73
Exoc7,106,0.86
Exoc7,111,0.96
Exoc7,116,0.97
Exoc7,121,0.99
Exoc7,126,1
Exoc7,131,1
F11r,1,0
F11r,6,0
F11r,11,0
F11r,16,0
F11r,21,0
F11r,26,0
F11r,31,0
F11r,36,0
F11r,41,0
F11r,46,0
F11r,51,0
F11r,56,0
F11r,61,0
F11r,66,0
F11r,71,0
F11r,76,0
F11r,81,0
F11r,86,0
F11r,91,0
F11r,96,0
F11r,101,0
F11r,106,0.01
F11r,111,0
F11r,116,0
F11r,121,0.01
F11r,126,0.05
F11r,131,0.11
F11r,136,0.11
F11r,141,0.19
F11r,146,0.26
F11r,151,0.4
F11r,156,0.47
F11r,161,0.8
F11r,166,0.85
F11r,171,0.85
F11r,176,0.96
F11r,181,0.99
F11r,186,1
F11r,191,1
F11r,196,1
F11r,201,1
F11r,206,1
F11r,211,1
F11r,216,1
F11r,221,1
F11r,226,1
F11r,231,1
Fam171a1,1,0
Fam171a1,6,0
Fam171a1,11,0
Fam171a1,16,0
Fam171a1,21,0
Fam171a1,26,0
Fam171a1,31,0
Fam171a1,36,0
Fam171a1,41,0
Fam171a1,46,0
Fam171a1,51,0
Fam171a1,56,0
Fam171a1,61,0
Fam171a1,66,0.05
Fam171a1,71,0.05
Fam171a1,76,0.15
Fam171a1,81,0.25
Fam171a1,86,0.36
Fam171a1,91,0.57
Fam171a1,96,0.76
Fam171a1,101,0.86
Fam171a1,106,0.9
Fam171a1,111,0.95
Fam171a1,116,0.99
Fam171a1,121,1
Fam171a1,126,1
Fam171a1,131,1
Fam171a1,136,1
Fasn,1,0
Fasn,6,0
Fasn,11,0
Fasn,16,0
Fasn,21,0
Fasn,26,0.01
Fasn,31,0.1
Fasn,36,0.19
Fasn,41,0.34
Fasn,46,0.41
Fasn,51,0.68
Fasn,56,0.77
Fasn,61,0.92
Fasn,66,0.96
Fasn,71,1
Fasn,76,0.99
Fasn,81,1
Fasn,86,1
Fasn,91,1
Fasn,96,1
Fasn,101,1
Fasn,106,1
Fasn,111,1
Fasn,116,1
Fasn,121,1
Fbh1,1,0
Fbh1,6,0
Fbh1,11,0
Fbh1,16,0
Fbh1,21,0
Fbh1,26,0.02
Fbh1,31,0
Fbh1,36,0.05
Fbh1,41,0.18
Fbh1,46,0.29
Fbh1,51,0.47
Fbh1,56,0.52
Fbh1,61,0.66
Fbh1,66,0.82
Fbh1,71,0.9
Fbh1,76,0.97
Fbxo30,1,0
Fbxo30,6,0
Fbxo30,11,0
Fbxo30,16,0
Fbxo30,21,0
Fbxo30,26,0.05
Fbxo30,31,0.08
Fbxo30,36,0.2
Fbxo30,41,0.25
Fbxo30,46,0.33
Fbxo30,51,0.62
Fbxo30,56,0.76
Fbxo30,61,0.89
Fbxo30,66,0.96
Fbxo30,71,0.98
Fbxo30,76,1
Fbxo30,81,1
Fbxo30,86,1
Fdps,1,0
Fgfr2,1,0
Fgfr2,6,0
Fgfr2,11,0
Fgfr2,16,0
Fgfr2,21,0
Fgfr2,26,0
Fgfr2,31,0
Fgfr2,36,0
Fgfr2,41,0
Fgfr2,46,0
Fgfr2,51,0
Fgfr2,56,0
Fgfr2,61,0
Fgfr2,66,0
Fgfr2,71,0
Fgfr2,76,0
Fgfr2,81,0
Fgfr2,86,0
Fgfr2,91,0.01
Fgfr2,96,0.01
Fgfr2,101,0.07
Fgfr2,106,0.11
Fgfr2,111,0.43
Fgfr2,116,0.64
Fgfr2,121,0.84
Fgfr2,126,0.89
Fgfr2,131,0.99
Fhod1,1,0
Fhod1,6,0
Fhod1,11,0
Fhod1,16,0
Fhod1,21,0
Fhod1,26,0
Fhod1,31,0
Fhod1,36,0
Fhod1,41,0
Fhod1,46,0
Fhod1,51,0
Fhod1,56,0
Fhod1,61,0
Fhod1,66,0
Fhod1,71,0
Fhod1,76,0
Fhod1,81,0
Fhod1,86,0
Fhod1,91,0
Foxa2,1,0
Foxa2,6,0
Foxa2,11,0
Foxa2,16,0
Foxa2,21,0
Foxa2,26,0
Foxa2,31,0
Foxa2,36,0
Foxa2,41,0
Foxa2,46,0
Foxa2,51,0
Foxa2,56,0
Foxa2,61,0
Foxa2,66,0
Foxa2,71,0
Foxa2,76,0
Foxa2,81,0
Foxa2,86,0
Foxa2,91,0
Foxa2,96,0
Foxa2,101,0
Foxa2,106,0
Foxa2,111,0
Foxa2,116,0
Foxa2,121,0
Foxa2,126,0
Foxa2,131,0
Foxa2,136,0
Foxa2,141,0
Foxa2,146,0
Foxa3,1,0
Foxa3,6,0
Foxa3,11,0
Foxa3,16,0
Foxa3,21,0
Foxa3,26,0
Foxa3,31,0
Foxa3,36,0
Foxa3,41,0
Foxa3,46,0
Foxa3,51,0
Foxa3,56,0
Foxa3,61,0
Foxa3,66,0
Foxa3,71,0.01
Foxa3,76,0.01
Foxa3,81,0.02
Foxa3,86,0.24
Foxa3,91,0.25
Foxa3,96,0.56
Foxa3,101,0.68
Foxa3,106,0.88
Foxa3,111,0.96
Foxa3,116,0.98
Foxa3,121,1
Fpr2,1,0
Fpr2,6,0
Fpr2,11,0
Fpr2,16,0
Fpr2,21,0
Fpr2,26,0
Fpr2,31,0
Fpr2,36,0.01
Fpr2,41,0.05
Fpr2,46,0.12
Fpr2,51,0.22
Fpr2,56,0.26
Fpr2,61,0.37
Fpr2,66,0.59
Fpr2,71,0.77
Fpr2,76,0.81
Fpr2,81,0.95
Fpr2,86,0.95
Fpr2,91,0.98
Fpr2,96,0.98
Fpr2,101,1
Fpr2,106,1
Fpr2,111,1
Fxyd5,1,0.01
Fxyd5,6,0.12
Fxyd5,11,0.16
Fxyd5,16,0.25
Fxyd5,21,0.32
Fxyd5,26,0.43
Fxyd5,31,0.47
Fxyd5,36,0.44
Fxyd5,41,0.6
Fxyd5,46,0.66
Fxyd5,51,0.73
Fxyd5,56,0.8
Fxyd5,61,0.94
Fxyd5,66,1
Gaa,1,0
Gaa,6,0
Gaa,11,0.11
Gaa,16,0.14
Gaa,21,0.28
Gaa,26,0.36
Gaa,31,0.36
Gaa,36,0.52
Gaa,41,0.71
Gaa,46,0.86
Gaa,51,0.93
Gaa,56,1
Gaa,61,1
Gaa,66,1
Gaa,71,1
Gaa,76,1
Gabbr2,1,0
Gabbr2,6,0
Gabbr2,11,0
Gabbr2,16,0
Gabbr2,21,0
Gabbr2,26,0
Gabbr2,31,0
Gabbr2,36,0
Gabbr2,41,0.02
Gabbr2,46,0.1
Gabbr2,51,0.25
Gabbr2,56,0.49
Gabbr2,61,0.67
Gabbr2,66,0.83
Gabbr2,71,0.93
Gabbr2,76,0.99
Gabbr2,81,1
Gabbr2,86,1
Gabbr2,91,1
Gabrr1,1,0
Gabrr1,6,0
Gabrr1,11,0
Gabrr1,16,0
Gabrr1,21,0
Gabrr1,26,0
Gabrr1,31,0
Gabrr1,36,0
Gabrr1,41,0
Gabrr1,46,0
Gabrr1,51,0
Gabrr1,56,0
Gabrr1,61,0
Gabrr1,66,0
Gabrr1,71,0
Gabrr1,76,0.04
Gabrr1,81,0.13
Gabrr1,86,0.25
Gabrr1,91,0.4
Gabrr1,96,0.57
Gabrr1,101,0.69
Gabrr1,106,0.88
Gabrr1,111,0.96
Gabrr1,116,1
Gart,1,0
Gart,6,0
Gata4,1,0
Gata4,6,0
Gata4,11,0
Gata4,16,0
Gata4,21,0
Gata4,26,0
Gata4,31,0
Gata4,36,0
Gata4,41,0
Gata4,46,0
Gata4,51,0
Gata4,56,0
Gata4,61,0.04
Gata4,66,0.05
Gata4,71,0.03
Gata4,76,0.12
Gata4,81,0.23
Gata4,86,0.26
Gata4,91,0.31
Gata4,96,0.39
Gata4,101,0.53
Gata4,106,0.67
Gata4,111,0.7
Gata4,116,0.78
Gata4,121,0.89
Gata4,126,0.98
Gata4,131,0.99
Gata4,136,0.99
Gata4,141,1
Gata4,146,1
Gata6,1,0
Gata6,6,0
Gata6,11,0
Gata6,16,0
Gata6,21,0
Gata6,26,0
Gata6,31,0.01
Gata6,36,0.03
Gata6,41,0.12
Gata6,46,0.32
Gata6,51,0.42
Gata6,56,0.59
Gata6,61,0.69
Gata6,66,0.83
Gata6,71,0.89
Gata6,76,0.97
Gata6,81,0.98
Gata6,86,0.99
Gata6,91,1
Gata6,96,1
Gata6,101,1
Gata6,106,1
Gata6,111,1
Gata6,116,1
Gata6,121,1
Gata6,126,1
Gata6,131,1
Gata6,136,1
Gata6,141,1
Gfi1,1,0
Gfi1,6,0
Gfi1,11,0
